index	par_id	category	region	text	label	subgroup
877	@@413235	poor-families	au	"And children from poor families are missing out on school excursions , sport and drama as "" free ' ' public schools charge hundreds of dollars in fees for educational activities ."	0	poverty
882	@@25569923	poor-families	pk	"QUETTA : Pakistan Tehreek-e-Insaf ( PTI ) Balochistan President Yar Muhammad Rind has said that PTI will be victorious on July 25 . "" After the victory , education and health sectors will be given proper attention as we shall hand over pens to the children of poor families , "" said the PTI provincial president while addressing a corner meeting in Naseerabad on Monday ."	4	poverty
911	@@706981	poor-families	nz	Those from poor families were more likely to leave school without qualifications , have babies before they were 20 , commit crimes , go on welfare and have addiction and other mental health problems in adulthood .	4	poverty
930	@@8974827	poor-families	sg	The first phase of the LASED project , which ran from 2008-2015 , established eight SLCs -- land concessions intended to be distributed to poor families with few assets .	0	poverty
941	@@19131317	poor-families	us	""" The Senate bill , unveiled today , is not a health care bill , "" he wrote in a Facebook post . "" It 's a massive transfer of wealth from middle-class and poor families to the richest people in America . """	0	poverty
955	@@23778313	poor-families	in	In a major step towards providing Universal Health Coverage - a promise made by the Narendra Modi government - Finance Minister Arun Jaitley in the Union Budget announced a National Health Protection Scheme ( NHPS ) providing Rs 5 lakh health insurance to 10 crore poor families .	0	poverty
961	@@20769382	poor-families	my	Ann 's Cottage has cared for disabled children from poor families -- some who were only there during the day while others stayed there .	0	poverty
962	@@14978868	poor-families	ng	This is not a scarce case in Yemen as a number of poor families marry off young daughters to save on the costs of bringing them up and also to make money from the dowry .	1	poverty
970	@@531634	poor-families	ie	Mushatt 's has a rich history in Ireland where it helped thousands of poor families overcome ailments that beset them during the tenement days of poverty .	2	poverty
984	@@13933734	poor-families	ke	In the early 1980s the government introduced the prosopis julifora bush-tree in Baringo as an economic resource . It is hardy , grows fast in arid climates and provides wood , charcoal , firewood and sometimes animal feed . It has benefited many poor families in India .	0	poverty
991	@@4601859	poor-families	pk	Valerie Siddiq : My heart goes out to all the deceased and the poor families . May God grant us tolerance for all race and religions .	4	poverty
1003	@@15046700	poor-families	au	One hopes that the banks and financial institutions dealing with these poor families will do the right thing for , as we have seen , the Turnbull Government has no intention of holding them to account for previous failures , rorts and scandals .	0	poverty
1015	@@1260463	poor-families	ie	Boys are preferred because they do not require the enormous dowry payments that bankrupt many poor families when their daughters marry .	0	poverty
1017	@@20385595	poor-families	nz	Importantly , however , in New Zealand housing costs take a large proportion of the incomes of many poor families . Hence , there is a good case for using poverty measures that deduct housing costs . For instance , based on an income threshold set at 60 per cent of the median after housing costs are deducted , there were around 290,000 children in poverty in 2015-16 -- or close to 27 per cent of all children .	0	poverty
1031	@@17651010	poor-families	sg	Santiago proposed the national fund be used to both subsidise cancer drugs for patients with monthly household income of below RM5,000 as well as to assist poor families with cancer patients to deal with living expenses .	0	poverty
1039	@@40062019	poor-families	sg	Touted as the world 's largest health insurance scheme , Jan Arogya Abhiyan , which offers a Rs 5 lakh free health cover to 10 crore poor families , will be launched across the country by Prime Minister Narendra Modi on 25 September , the birth anniversary of BJP ideologue Pandit Deen Dayal Upadhyaya .	1	poverty
1062	@@15046700	poor-families	au	In the eyes of most , Bob Day , as a failed building contractor , has a conflict of interest regarding this bill . However , while those poor families involved face financial crisis and most people see a conflict of interest , the Coalition see a free kick .	0	poverty
1067	@@24115995	poor-families	ph	BUSINESSMAN Norberto Quisumbing Jr . of the Norkis Group of Companies has a challenge for families who can spare some of what they have : why not adopt poor families and help them break the cycle of poverty ?	4	poverty
1074	@@4433108	poor-families	za	In a statement issued in Harare , the agency says poor families , especially households with orphans and vulnerable children , ca n't afford much of the food that is available . Most of that food is imported .	0	poverty
1105	@@20212934	poor-families	my	The group used 23 four-wheel drive vehicles to travel from here to Long Seridan , with stops at Long Ludin and Long Meraan as part of their outreach to poor families in the longhouses there .	0	poverty
1106	@@1168882	poor-families	ie	The Government is rightly concerned to protect the poor , including poor families -- but quite evidently it is not concerned to protect families per se .	0	poverty
1110	@@22745592	poor-families	ke	The non-profit Ilri is part of a global consortium of agricultural research institutes known as CGIAR . Its funding , including in-kind support from Kenya , comes from national governments , international institutions and philanthropy and is conducted entirely for the benefit of poor families .	0	poverty
1156	@@2897859	poor-families	ca	Brian Fong , principal at Roywood , says his school is filled with the children of working class and working poor families . He said school events are often less about money and more about community building . Roywood holds movie nights , yard sales and pizza lunches , and raises about $6,000 a year . Recently , they accumulated enough funds to build an outdoor classroom with stone seating in the schoolyard .	0	poverty
1160	@@1937929	poor-families	tz	Without the evidence and measurement that data makes possible , designing effective public policies and investments to improve the lives and future prospects of poor families is difficult at best .	0	poverty
1164	@@14727121	poor-families	gh	To strengthen child-sensitive social protection systems , including cash transfer programmes that directly help poor families to pay for food , health care , education and other services that protect children from the impact of poverty and improve their chances of breaking the cycle in their own lives .	4	poverty
1168	@@26260748	poor-families	ng	In his messages during the groundbreaking rites this week , Hataman assured the public that all 12,000 poor families will have their houses next year .	0	poverty
1179	@@50073276	poor-families	ke	The cash bail system is not only fraught with this utter shameful grim of historical irony , but it puts the government in the direct path of mass production of more poor populations . It is not unusual to see a family turn to loan sharks , or dubious agricultural crop brokers for help in raising funds to free a petty crime suspect ; further relegating poor families into immeasurable poverty .	0	poverty
1207	@@19899286	poor-families	us	Hygiene products are not life-sustaining in the way that food or medicine is , they say . And repealing the tax has an impact on state and local revenues , which help fund programs that serve poor families .	0	poverty
1209	@@743148	poor-families	gb	A recent article in the Guardian highlights how one local not-for-profit organisation in India -- the LV Prasad Eye Institute ( LVPEI ) -- is tackling the problem of needlessly blind or visually impaired people . LVPEI offers free eye care to poor families , while charging those who can afford to pay . These fees help to support its work , along with money received from private donors and organisations . This funding allows LVPEI to run a chain of over 80 eye care centres across India . These provide services to around 1 million people annually and the organisation 's network is expanding .	0	poverty
1222	@@14249723	poor-families	za	Apart from housing activists rightfully fighting to protect the rights of poor families facing eviction in areas targeted for gentrification , such as Woodstock , the issue of affordable housing for everyone in the City Bowl , including the middle class , remains marginal .	0	poverty
1257	@@7292481	poor-families	in	"Senior officials in the corporation are also worried that a lot of students may drop out of schools , if the strike goes on for long since most of them come from poor families . "" The lack of teachers not only classes will not take place but distribution of mid-day meals will also be hit . This is going to have a huge impact on the attendance in schools , "" said a municipal official ."	1	poverty
1262	@@4676109	poor-families	pk	Ali Mohammad Bhat , also known as Sher Dil , was a militant turned Special Operations Group member in the Kashmir police . He was a hero for poor families in the Narvaw region of Baramulla district . Some alleged that he used to loot and plunder . Bhat was married to Shamima , Ruqaiya 's eldest sister , Shamima is now 47-years-old and they had two children , Tanveer and Nayeem .	0	poverty
1268	@@3631690	poor-families	hk	According to a report released Tuesday by Oxfam Hong Kong , the number of working poor families in the city has risen more than 10 percent to nearly 190,000 in 2014 from 171,000 in 2010 , translating to a poor population of 640,000 , Ming Pao Daily reported .	0	poverty
1276	@@7993343	poor-families	nz	In each of these instances , our communities have helped to raise financial resources to help poor families , repatriation of bodies and provide other assistance .	0	poverty
1294	@@18755012	poor-families	ph	""" It all comes down to poverty . When you look at the drivers in those indicators , those things are happening to poor families in much greater numbers , "" Olney said in a media briefing ."	0	poverty
1298	@@2456981	poor-families	au	""" In Peru the normal families have the chance for buying quinoa , but the poor people , no . The poor families do n't have the possibility for buying quinoa . Usually they prefer to eat rice , it 's cheaper than buying quinoa . """	1	poverty
1302	@@587889	poor-families	ca	The study , based on an analysis of infants from almost 1,000 families , showed that the strongest influence on children came from within the home itself . Children raised in poor families with high levels of parental stress or mental health problems were most at risk of emotional problems by the time they started school .	0	poverty
1304	@@291019	poor-families	in	"Jha added , "" It 's unfortunate that some fake persons have been allotted IAY benefits using the BPL number of other poor families which is a serious anomaly and those found guilty will not be spared . as Mandu BDO has been asked to submit detailed report about the allocation of the scheme . """	0	poverty
1325	@@22996408	poor-families	sg	In the new Budget , a key promise is a health insurance scheme covering 100 million poor families , with an allocation of 500,000 rupees ( S$10,230 ) for every individual .	0	poverty
1327	@@40026989	poor-families	ng	Speaking on the initiative , Seun Abimbola , Programmes Manager , said : ? ? ? we are happy to complement government ? ? ? s free education initiative by creating awareness among hard-to-reach children in slums and poor communities . We lead them into the classrooms and provide essential school needs that parents normally provide . This is necessary because extreme poor families are still unable to afford basic school needs and some do not even know about free education policy in Lagos State .	1	poverty
1337	@@19126994	poor-families	us	"( Newser ) -- Barack Obama and other Democrats have weighed in on the Senate GOP 's health plan , and the word they 're using the most is "" mean . "" In a Facebook post Thursday , the former president slammed the "" fundamental meanness "" of the Senate bill , saying that instead of being a health bill , it is "" a massive transfer of wealth from middle-class and poor families to the richest people in America . "" "" If there 's a chance you might get sick , get old , or start a family -- this bill will do you harm , "" warned Obama , telling senators that their rationale for acting on the issue should be more than just "" undoing something that Democrats did . "" In other developments :"	0	poverty
1351	@@65723	poor-families	za	The Boxer-Landrieu bill suggests a 30% increase in the existing USAID scholarship programme for Pakistan , with new opportunities to be exclusively for higher education access to young Pakistani women from poor families .	0	poverty
1352	@@13855215	poor-families	ke	This affects environmental choices that poor families need to make . It is therefore important for the global community to prioritise its agenda as far as the next International Youth Day celebrations are concerned .	0	poverty
1354	@@255897	poor-families	us	She was right : Food stamps ca n't be used to buy diapers . Mothers can not get diapers from a major federal source of support for poor families , the Women Infants and Children Program , either . There was nowhere for Angie to turn . The impracticality of cloth diapers became obvious : She did n't have a washer , and her local laundry would n't allow her to wash diapers in their machines .	3	poverty
1364	@@24279080	poor-families	ng	Since most families can no longer find enough food to eat , it 's not strange that many opt for self-medication . Those who can afford it buy an anti-malarial with N1 , 000 or less ; those who ca n't hunt fordogon yaro and other leaves in the bush . It 's unfortunate that malaria attacks poor families more often than it does the rich ones .	1	poverty
1367	@@7751999	poor-families	za	"15:22 -- "" The issue of free education at the lower level has been done "" Zuma declares . "" The reason why Nsfas has grown in size is to address the fact of those students coming frmo low , poor families at tertiary level ... the issue of free education is one of the terms of reference that the education task team must deal with . How free must the education be ? Must the child of the president 's education be free at the expense of those who earn nothing ? "" Zuma making solid points on bursaries and the place they play in the education sphere ."	0	poverty
1413	@@16881416	poor-families	us	Medicaid -- n. a health program involving federal and state government that pays for some kinds of health care for poor families	0	poverty
1427	@@26288725	poor-families	ie	This April , bread sales were on the up for the first time in three years after slumping under the popularity of carb-free and gluten-free diet trends . With poor families growing poorer , some could be relying more on filling foods like bread . It 's also worth noting that the additives in cheap loaves derided by foodies keep the bread edible for longer .	0	poverty
1431	@@1950262	poor-families	tz	Designed to support poor families , implementation of Tasaf phase three started in November last year but have since been tainted with allegations of foul play by top officials .	0	poverty
1433	@@8094073	poor-families	nz	""" It remittances serves as de facto welfare for poor families in Mexico . There is no significant social safety net provided by the state in Mexico , "" it said ."	0	poverty
1452	@@50075022	poor-families	ke	Mwaniki said the initiative is not only for the water firms as he called well-wishers to support poor families ' access to clean water for domestic use .	1	poverty
1458	@@30063110	poor-families	za	""" What started out in a small community of 40 people - starting a food-drive in Parkwood and providing food parcels to very poor families - has spiralled into something far greater , "" said Oakes ."	0	poverty
1466	@@22737853	poor-families	sg	Minor girls from poor Muslim families being married to elderly Arabs is not new in Hyderabad . The well-organised racket involves middlemen in Hyderabad and in countries in the Gulf , who lure poor families with the promise to pull them out of poverty .	0	poverty
1479	@@25842311	poor-families	my	On another matter , Lim said he recently handed over cash donations received from a group of Good Samaritans to a coffin shop here for the purpose of buying coffins for poor families in times of bereavement .	1	poverty
1482	@@4543046	poor-families	bd	Aklima Sultana , a teacher of the institution , told The Daily Star , ? I feel very proud when I think I teach underprivileged students coming from very poor families. ?	4	poverty
1487	@@18414852	poor-families	ke	The low-interest Stima Loan was introduced to help poor families connect their homes to the national grid . This was from the realisation that access to electricity would open up economic opportunities for the new power consumers and uplift local economies in the outlying counties , in line with the Vision 2030 aspirations .	0	poverty
1503	@@4353477	poor-families	in	There is no dearth of families like Dablu 's . According to the National Sample Survey , about half of all poor families in rural India do not have a BPL card . Why not cover the rest and distribute the food ?	0	poverty
1519	@@14786601	poor-families	za	""" We are prepared to work tirelessly with everyone , to make sure we can bring them all closer to brokering an agreement which will diffuse the situation , and prevent the risks of a lost academic year , and incredible social and economic strain on especially poor families . "" Mpumlwana concluded . <h> Related Stories"	1	poverty
1534	@@7587870	poor-families	za	The provision of public housing is the second major challenge . Jakarta has a backlog of 40,000 public housing units . The current strategy is to build 50,000 new units , or 38 new high density towers , by 2017 , these being let at a subsidised price of Rp10,000 ( US$80c , R12.20 ) a day to poor families . But land is expensive and scarce .	0	poverty
1535	@@15754768	poor-families	gh	"Dan Gilbert , another billionaire "" developer and venture capitalist "" , who owns Quicken Loans and other businesses including the Cleveland Cavaliers basketball team , is daily championed in the corporate and government-funded media as the white "" savior "" of Detroit . Over 80 buildings in the downtown area have been turned over to Gilbert who enjoys massive tax breaks amid the epidemic of foreclosures among working class and poor families throughout the city and Wayne County ."	1	poverty
1539	@@23325397	poor-families	hk	Sze Lai-shan , from the Society for Community Organization which organised the protest , said the Financial Secretary Paul Chan Mo-po should offer relief measures to help poor families in his budget next week .	0	poverty
1544	@@21381150	poor-families	ng	Borno The Federal Government is to register about five million Nigerians in the ongoing National Social Register ( NSR ) for the Poor and Vulnerable Households . NAASCO Coordinator , Mr Peter Papka disclosed this at the inauguration of the Community Base Target ( CBT ) teams in Maiduguri , Borno State . Represented by the Head of Monitoring and Evaluation , Atiku Abubakar , Papka said that about 1 million poor and vulnerable families would be captured in the exercise this year . Papka said that about four million poor families would also be covered in subsequent years across the country .	0	poverty
1546	@@19440097	poor-families	ie	"The study says the newly established "" family hubs "" -- group accommodation provided to get homeless families out of hotels and B&amp;Bs -- could become the next "" direct provision "" for poor families ."	0	poverty
1571	@@22217034	poor-families	ng	The women , often from poor families , are now demanding compensation to cover costs of raising their babies , according to The Washington Times .	0	poverty
1584	@@9517574	poor-families	ke	The area elders led by Joel Karumi urged Ruto to launch stima mashinani project to enable the poor families that can not meet the hefty electricity installation fee have access to light .	0	poverty
1603	@@10369058	poor-families	pk	The scheme is designed for poor families with free of cost access to secondary as well as priority diseases treatment .	0	poverty
