index	par_id	category	region	text	label	subgroup
154	@@20663936	disabled	ng	When some people feel causing problem for some others by breaking into their homes to steal is n't too good , they just result to begging . You now see people without deformities begging , when some people who are disabled work to feed their mouth . You then ask , what type of country is Nigeria ? Even a man who is not lettered would chorus the maxim that two wrongs do n't make a right . The country is n't working out ; and people want to survive anyhow too . They have to eat they will say .	4	disability
167	@@2352555	disabled	ca	Brampton - In a move to mitigate some of the costs associated with clearing debris from the December ice storm , Committee of Council on March 5 approved a 2013 Ice Storm Debris Removal Program for low income seniors and disabled residents . Under the program , which is pending final ratification by Council on March 26 , residents who meet the eligibility criteria can receive a grant of up to $200 towards ice storm debris clearance .	0	disability
169	@@17665787	disabled	ph	On education , Cepe said some towns in Negros Oriental are already starting to put up a classroom that will cater to the disabled , while the West City Elementary School and the Dumaguete City High School have special classes for the PWDs as well .	0	disability
188	@@8378618	disabled	za	"Although disappointed that the interim relief under Part A was not granted , it is encouraging to note that the learned Judge found that the matter was of great public importance and was clearly urgent . In addition , the learned Judge in fact found that the HSF and FUL demonstrated strong prospects of success on the merits of the review ( Part B ) , and that the Minister of Police had probably "" disabled himself from making a rational decision "" in appointing Maj-Gen Ntlemeza ."	0	disability
193	@@14611763	disabled	my	Several of the victims have been permanently disabled , including some who had their legs amputated after being shot , it said .	0	disability
219	@@16322663	disabled	sg	A self-proclaimed car-enthusiast , Arun holds a Masters in mechanical engineering from Columbia University and has also worked as a researcher at University of California in Berkeley . He was pursuing his PhD ( in developing soft , wearable exoskeleton suits which provided support to disabled persons ) from Purdue University in 2014 when he came down to Kerala for his sister 's wedding .	0	disability
226	@@4712101	disabled	jm	These guides inform JUTC travellers about routes , tickets and bus schedules as well as provide special assistance to disabled persons , who use the facilities . A customer service information desk was also installed at the Half-Way-Tree Transport Centre .	0	disability
237	@@2298358	disabled	gb	""" A group of parents got together and decided to build our own centre , which could help families with severely disabled children get the education and physiotherapy and life chances they needed . """	0	disability
255	@@3372411	disabled	us	""" They 're not just physically disabled but have developmental delays , so they were in special ed ... it just did n't look like the middle school options were appropriate for someone who 's not going to be heading out to try to find some kind of employment after school , who 's going to get worse , "" their father said ."	0	disability
269	@@4667301	disabled	jm	The civil case of an elderly disabled woman was held up for an hour yesterday as she had to seek the assistance of workers at the Supreme Court to lift her in a wheelchair to the third floor where her case was being heard .	0	disability
274	@@23962883	disabled	ke	Embu Woman Representative Jane Wanjuki yesterday condemned men who rape disabled children . They should be hanged or	0	disability
283	@@13669007	disabled	gh	Kershaw has been on the disabled list since June 26 after suffering a herniated disk in his lower back , and he also suffered a setback in recovery while pitching a simulated game on July 16 .	0	disability
289	@@2743786	disabled	us	Some people have sued after finding a mirror or soap dispenser an eighth of an inch above the required height for use by someone in a wheelchair , said Catherine Corfee , a Carmichael attorney . Local lawsuits complained of faded paint in disabled parking spots and square handrails instead of round . Cervantes ' lawyer did not change the gender of his clients in some lawsuits that have nearly identical language ; in one , he apparently forgot to insert Cervantes ' name to replace that of his client in the Barnwood case .	0	disability
291	@@236859	disabled	us	"The vast majority of workers who show up to the Filipino Community Center 's outreach meetings are caretakers in group homes for disabled and elderly people . They are no strangers to being ripped off . They may not know the details of the minimum wage laws , said organizer Mario De Mira , "" but many can just tell when they 're being broken . There 's a certain level of exploitation that happens to a lot of workers when they realize this is n't right . It 's almost a moral thing . """	0	disability
292	@@2850245	disabled	gb	If you 're a writer , I challenge you to think about how you can incorporate more diverse characters into your current project . Does Character A have to be cisgender ? Would it fundamentally change your story if Character B were disabled ? What if Character C were n't white ?	0	disability
299	@@10033865	disabled	ke	While speaking in Eldoret during an interview , the Eldoret West children 's officer urged commissioners of the TSC to ensure all public schools across the country have teachers who care about the welfare of each and every student including the disabled .	0	disability
300	@@911365	disabled	nz	Parents caring for their disabled children do not receive payment . In 2010 , the Human Rights Review Tribunal ruled a ministry policy to pay carers only if they were not related to the patient was discriminatory .	0	disability
310	@@10146275	disabled	jm	On July 17 , 2015 , Opposition Senator Robert Montague asked a set of questions about the establishment of parish committees to waive property taxes on the poor , disabled and pensioners .	0	disability
320	@@23913669	disabled	gh	The home also takes care of 180 disabled persons and 34 aged in addition to the children .	0	disability
334	@@15262192	disabled	lk	The government has agreed to pay pensions to disabled war heroes who served for less than 12 years .	0	disability
346	@@20643891	disabled	nz	In 2008 IHC lodged its complaint against the on-going failure of New Zealand Governments and the Ministry of Education to ensure that disabled children access a quality education on an equal basis to others in New Zealand schools . More&gt;&gt;	0	disability
373	@@24308856	disabled	my	He said the third item on the wishlist involved disabled people who were equipped with skills to serve in their respective sectors which was in line with the government 's efforts to enhance the workforce to meet the 4.0 Industrial Revolution .	0	disability
385	@@15321642	disabled	lk	I saw provision for disabled persons to drive up in their special cars and vote from the curbside . US law requires that the disabled must be able to vote without any assistance . Those who come in have broad doorways and ramps for their wheelchairs and vote using machines which they may operate without any assistance -- with provisions for magnifying glasses , touch screens , and puffing operations for those without hands . However , at the polling stations I visited , the Election Official told me that over the previous 4 years no one had used those machines . Such wasteful political correctness is what Trump tapped into .	0	disability
387	@@17233142	disabled	ng	But how many comment sections could she have disabled ? *may be all*	0	disability
403	@@7775784	disabled	ke	The students , who were part of youth who participated in the Seeing is Believing Initiative of the Duke of Edinburgh 's International Awards and President 's Award -- Kenya , made a presentation to argue their case why disabled students should do their exams in other formats including through computers .	0	disability
415	@@9944542	disabled	my	Meanwhile in Teluk Bahang , some 1,000 villagers from three villages had been affected by the flood and as at 6.30pm , 15 families , one disabled person and a one-year-ole child had been placed at the Teluk Bahang City Council Hall .	0	disability
419	@@4136780	disabled	au	A medical scandal that has resulted in hundreds of patients being poisoned and seriously disabled may soon lead to changes in the way medical devices are approved for use in Australia .	0	disability
426	@@17711095	disabled	sg	Babu suffers from GB syndrome , a condition in which the body 's immune system attacks the peripheral nervous system . The condition has rendered him physically disabled and he can no longer walk without help .	0	disability
449	@@319449	disabled	ie	HSE says it ca n't pay for services to help disabled teen <h> Eilish O'Regan Health Correspondent	0	disability
471	@@14067209	disabled	bd	He praised the government to enact several laws in favour of the disables but at the same time he criticised them saying only enacting laws and policies could not help the disabled to be independent .	2	disability
511	@@18561399	disabled	hk	A concern group has urged the government to be more flexible in providing community care services for elderly and disabled people .	0	disability
533	@@15782083	disabled	lk	Embassy of Sri Lanka in Lebanon together with the Ministry of Law , Order , and Southern Development and the Department of Police Sri Lanka organized ' Chamathkaraye Sathkaraya ' Contemporary Sri Lankan art exhibition in Lebanon to facilitate young disabled artist Pradeep De Silva , a former sub-inspector who is determined to assist seven other police officers who had been permanently disabled in line of official duties .	0	disability
534	@@4598293	disabled	jm	Institutions for disabled mull closure	0	disability
544	@@9011162	disabled	ph	NEW YORK -- Rather than activate Alex Rodriguez from the disabled list , the New York Yankees sent him to Double-A Trenton for an injury rehabilitation assignment .	0	disability
557	@@14145977	disabled	bd	The individual taxpayers will get the awards based on their source of income or their profession . Some individual taxpayers under another five categories- freedom fighters , female taxpayers , gazette freedom fighters , physically disabled persons and young taxpayers- will also be awarded with the tax card from this year .	0	disability
575	@@16610244	disabled	au	Of course , not everyone can walk easily and increased numbers of disabled car parking around the CBD would be good .	0	disability
576	@@13685523	disabled	lk	"Finally , the need for improved communication repeatedly cropped up . Arulraja , an attendee , harped on the importance of better organization and information sharing between disabled people 's organizations , disabled people , the government , and the media . "" Communication is the key . All else can be achieved with improved communication , "" he said , while emphasizing the importance of the disabled people 's organizations in fighting for disabled people 's rights ."	0	disability
592	@@24693540	disabled	bd	Dhaka , May 17 ( UNB ) - The three-day 2nd international conference on Disability and Disaster Risk Management ( DiDRM ) ended in the city on Thursday with the 9-point Dhaka Declaration emphasizing inclusion of disabled people , establishment of a focal point and GO-NGO collaboration in disaster risk management .	0	disability
609	@@19734041	disabled	lk	Five civil activists , including Gunadasa Amarasekera who had supported the disabled soldier strike , were noticed to appear in court for allegedly organizing a protest in Colombo Fort , causing disturbance to public peace and disrupting traffic .	0	disability
628	@@19205980	disabled	au	A self-professed pastor who claimed to be raising money to help a disabled child was arrested and charged with using the images of terminally ill children to raise $145,000 for his own personal benefit .	0	disability
642	@@26125170	disabled	nz	""" You lazy conning bitch . You did not have a disabled person with you ! These spaces are reserved for people who need them ! "" the note read ."	0	disability
644	@@3541025	disabled	ph	""" I and my daughter Monica are excited about providing a space for disabled people to be able to get together and earn fair prices for their work , "" Mr. Rogers said ."	3	disability
667	@@9318711	disabled	sg	A video of a woman lashing out at a disabled cleaner has gone viral . Sunday Life talks to cleaners and disabled workers about the treatment they receive from customers	0	disability
677	@@19897271	disabled	ca	As of last week , several categories of inmate are no longer admissible to segregation cells : those who are seriously mentally ill , imminently suicidal , self-harming , physically disabled , terminally ill or pregnant .	0	disability
682	@@10336546	disabled	pk	He said that these persons including 48 Blind and 40 Special persons had been appointed in the offices of Civil Defense Department , Directorate Colleges , Fatima Jinnah University , Secondary Education , Higher Education Commission , EDO Works , University of Engineering Taxila , Health Department and in private sector also . He said that these appointments have been made on merit . He also said that rehabilitation work for the welfare of disabled persons would remain continued .	0	disability
683	@@23857723	disabled	ke	It had been all dance and bliss in police camps each end moth until March 2018 , when jubilation turned into tears and complains . 2018 has seen the Kenya police salary and allowances reduced greatly . A move by the National police service commission has seen the police encounter pay cuts by as much as half of their present pay rates . Those who have already their payslips have grumbled of losing up to ksh 26,000 to the new move . This alteration has predominantly influenced new graduates ( constables ) and the disabled police who were injured in line of duty .	0	disability
696	@@22480925	disabled	us	Months after his surgeries -- after his tissue and scars had healed -- Andrew remained disabled by a deep , biting pain . I recall puzzling over his pain , how it had spread throughout his body and how previous clinical teams had prescribed progressively higher doses of opioids to tame it .	0	disability
701	@@20013257	disabled	hk	However , rather than a complete language overhaul , companies can look at English the way that a city government might look at building codes for wheelchair-accessibility . While less than 1 percent of a population of a city will be confined to a wheelchair , most cities , at least in the developed world , mandate that all buildings and businesses be wheelchair-accessible . This way , disabled citizens can contribute their knowledge and skills to a society while the negative impact of their handicap is kept to a minimum .	0	disability
706	@@14060853	disabled	lk	""" Still it is hard for me to shop for clothes . I have to ask someone to bring me a dress by telling them the colour . So the disabled people have been compelled live in a way that other people want , "" she complains ."	0	disability
715	@@1852135	disabled	ke	Mombasa county team manager Anisa Abdala called on the corporate community to sponsor various teams as a way of showing solidarity with the disabled .	2	disability
732	@@1891702	disabled	tz	Basing on the slum upgrading and raising awareness of life conditions in slums as pleaded by the UN Habitat , the government have to revisit its managing system on land and ensure other services related to adequate shelter like safe and healthy living environment for all-with particular consideration to children , youth , women and elderly , disabled , affordable and sustainable transport and energy .	0	disability
753	@@22584369	disabled	sg	On social issues , respondents wanted the government to give priority to tackling problems related to drugs and vice , which they viewed as the root cause of all crimes . They believe tackling those problems would help boost people 's safety . The people surveyed also called for sufficient welfare for the elderly , the disabled , and the non-privileged .	0	disability
767	@@23729862	disabled	au	Stop talking about the reason we are spending this amount of money is because we want to redo the female and disabled toilets .	0	disability
788	@@19592335	disabled	sg	But hiring such staff is not without its challenges . For instance , there may be resistance from managers and other employees who might not be comfortable with having colleagues who are disabled .	0	disability
804	@@9738630	disabled	jm	THE Abilities Foundation is now testing disabled students who want to be given Microsoft literacy certification .	0	disability
813	@@4172425	disabled	ca	Glinert booked them when they were still relatively unknown , but by the time they arrived in Toronto they had broken big . Because of the rise in status , Zeppelin refused to play unless they were paid a fee more in line with their new standing . The concert promoter was frantic , but Glinert had a solution . After arranging to have the band 's van disabled , he told them it would n't be fixed until after they played . The concert went ahead as scheduled .	0	disability
849	@@4700842	disabled	my	And he said that Khazzani 's Facebook page had mysteriously been disabled on Saturday -- the day after the foiled attack .	0	disability
858	@@4097210	disabled	lk	"Those impaired by birth or disabled by man made war , accident or traumatized in a Tsunami too have a niche on the Dance Platform today - to venture out to seek the boundaries the body is able to perform . To what extent then disability is "" romanticized "" on stage , when differently abled persons dance , remains a question to be answered , after coming to terms with this vital aspect of Contemporary Dance . Judging by the full houses on four consecutive days at the auditorium of The British School , I am now convinced that nATANDA , the only ensemble in Sri Lanka that takes contemporary dance seriously , after hours of practice succeeded in creating a novel experience on stage ."	0	disability
869	@@795764	disabled	ph	The immediate challenge that the Red Cross hospital faced was the disabled medical facilities and pharmacies in the Ishinomaki zone , which led to the hospital being inundated with prescription needs .	0	disability
898	@@26253836	disabled	my	Last month , Dr Maszlee , in an interview with RTM , assured marginalised communities like the disabled that they would be given equal opportunities under the education system .	1	disability
902	@@9026021	disabled	pk	During his visit , the COAS was given a detailed briefing on the pilot project of state-of-the-art Visual Rehabilitation Center for visually-disabled soldiers , which includes a computer lab , Braille , and vocational and recreational facilities .	0	disability
918	@@21721527	disabled	gb	"Kamran Mallick , chief executive of Disability Rights UK , said : "" This report makes for grim but unsurprising reading -- disabled people have been saying for many years that they are increasingly struggling to get by ."	0	disability
920	@@20568455	disabled	ke	The First Lady re-assured the women that President Kenyatta takes the welfare of women very seriously to ensure that vulnerable groups , widows , orphans and disabled persons are and will continue to be protected .	0	disability
945	@@16915244	disabled	lk	A group of disabled war veterans staged a protest outside the Presidential Secretariat today against the alleged discrimination by the government when computing their pensions . The protesters claimed that their monthly pension was lesser than the amount which would be given to ex-servicemen who served in the forces for a longer period . They said all retied soldiers should be paid a similar amount as pension regardless of their service period . Pix by Pradeep Dilrukshana	0	disability
964	@@9193903	disabled	us	To make room on the 40-man roster , Ryan Vogelsong was transferred to the 60-day disabled list two days after undergoing surgery to repair facial fractures sustained when he was hit by a pitch May 23 . <h> TribLive commenting policy	0	disability
987	@@20682516	disabled	au	"Ms Lim 's claims come as a highly critical parliamentary inquiry report , released on Thursday , found that the level and number of "" allegations of ill-treatment of disabled children in New South Wales schools ... are unacceptable "" ."	0	disability
990	@@25915411	disabled	pk	The ability tests for the posts of the dental surgeon ( BPS-17 ) , dental surgeon ( minority quota ) ( BPS-17 ) , dental surgeon ( disabled quota ( BPS-17 ) and dental surgeon ( female quota ) ( BPS-17 ) will be held on September 1 .	0	disability
998	@@16291070	disabled	ph	Andanar said this year 's ASEAN priorities are ensuring health and protection of people especially women , disabled and migrant workers ; peace and stability ; maritime security and cooperation ; promotion of micro small and medium enterprises ; disaster resiliency ; and stronger and united ASEAN.	0	disability
1006	@@24209227	disabled	za	""" The City has failed to give us this land , we are now taking it , "" said resident Nomathansanqa Nomtshongwana . She had been living in a one-room , backyard shack in Vrygrond with four children . "" I am using my disabled child 's grant for rent because I am unemployed . The money is meant for her , not me , but there is nothing I can do , "" she said ."	1	disability
1007	@@21478328	disabled	ke	Elliott works as a family support services manager at Gatepath , a nonprofit group that assists disabled children and adults .	0	disability
1019	@@15641885	disabled	gh	She pledged her support and commitment to the course of Peace in the country and believed Ghana will maintain that needed peace all the time and urged the disabled persons to take part in nation building by exercising their franchise on December 7 .	0	disability
1020	@@40063796	disabled	sg	""" Of course if the disabled wish to use conventional straws for one reason or other then the outlets would not be fined for supplying these straws to the OKU . The issue of fining the OKU actually does not arise , "" he said ."	0	disability
1030	@@14437853	disabled	ph	She reminded that the installation of ATS and push buttons in every traffic light is consistent with the mandate of Republic Act 7277 or the Magna Carta of Disabled Persons which provides that the disabled persons shall be given full government support for the improvement of their well-being and their integration into the mainstream of society .	0	disability
1044	@@7507909	disabled	us	"He mocked a disabled person at a campaign rally . He has vowed to reinstate waterboarding and forms of torture that are "" much worse . "" He intends to seize and deport 11 million people living in the U.S. illegally . He would bar all Muslims from entering the country until further notice . He would "" open up our libel laws "" so that news organizations are punished for writing critical "" hit "" pieces . He wants to build a wall along the entire Mexican border , on the fantastical premise that he could force the Mexican government to pay for it . He has threatened to start trade wars with two of the country 's biggest trading partners , Mexico and China , by slapping on the kind of protectionist tariffs that U.S. leaders have been trying for decades to eliminate worldwide ."	0	disability
1060	@@958604	disabled	us	Judge : State 's disabled population will not be ' tossed out ' of institutions	1	disability
1068	@@3254792	disabled	ph	The parents or the legal guardian of the minor , incompetent or disabled person shall be responsible for the application and safekeeping of the issued Filipino ID Card .	0	disability
1097	@@25644613	disabled	bd	While presiding over the programme , Debate of Democracy Chairman Hasan Ahmed Chowdhury Kiron said , a separate budget with at least 4 to 5 percent of the total budget should be prepared for the disabled people .	0	disability
1100	@@10345311	disabled	za	Still , in his final 14 starts a year ago sandwiched around a stint on the disabled list July 30-Aug. 25 due to a strained right flexor muscle , Pineda went 4-7 with a 5.22 ERA .	0	disability
1103	@@60041402	disabled	ie	"Broadcasters and ministers have committed to doubling the number of disabled people involved in television by 2020 to make the industry "" more inclusive "" ."	0	disability
1116	@@4562230	disabled	pk	The increasing numbers of disabled in Pakistan are demanding reasonably good quality of life .	0	disability
1139	@@1184156	disabled	za	The most important life assurance cover that you , as a working person , should have in place is an income protection policy that will pay you a monthly income if you are disabled .	0	disability
1141	@@19704980	disabled	gb	They have painted the seawall , installed benches , disabled access and put down flower pots .	0	disability
1167	@@24825126	disabled	sg	"At 1.3 seconds before impact , the self-driving system determined emergency braking was needed . But Uber said , according to the NTSB , that automatic emergency braking maneuvers in the Volvo XC90 were disabled while the car was under computer control in order to "" reduce the potential for erratic vehicle behavior . """	0	disability
1172	@@14401084	disabled	sg	While I spend the rest of my life pondering the answer ( I suspect the answer is both , and empathy ) , the reality that hits me is that not every competition is equal in monetary terms . It ca n't be so , nor should it be . It 's not even about able-bodied versus disabled . Everything has categories , and these categories are seldom equal , especially financially . Is a preschool teacher worth less than a crane driver ? Is art less worthy than finance ?	0	disability
1181	@@4667392	disabled	jm	The JAA manager indicated that the company 's representatives also assess security concerns ; coordinate transportation of a disabled vehicle to repair centres ; facilitate medical assistance ; and assist with minor repairs . As a service standard , the JAA 's roadside-assistance team seeks to respond to emergency call within 40 minutes or less .	0	disability
1184	@@8270719	disabled	nz	Victoria University of Wellington researchers have been awarded $300,000 in funding from the Health Research Council of New Zealand ( HRC ) for projects that will aid chronic pain suffers and the disabled .	0	disability
1185	@@22593044	disabled	ie	""" Time 's up on the behaviour and the culture that makes women less safe in the workplace and not just women but people of colour , LGBTQ community , disabled people and anyone else who is marginalised ."	0	disability
1204	@@3429005	disabled	ca	But this is not the typical supercar buyer . On a recent walk through Yorkville -- a Toronto district noted for designer clothes , overpriced lattes and flash cars -- there were at least a dozen low-slung machines at the curb : Ferraris , Lamborghinis , a new Jaguar F-Type , etc . At least half of them had disabled permits in the window .	0	disability
1221	@@1830801	disabled	ke	How much sensuality has a paraplegic person ? Can a man with multiple sclerosis have an erection ? And does a mentally disabled person have sexual needs ? There is a lot of uncertainty in the society when it comes to disability . Even more if sexuality is involved . The subject is a taboo even for many parents of disabled children . They can barley leave the role of the watchers , the protectors -- even if their children have reached adulthood .	1	disability
1223	@@21206876	disabled	my	So far , 420 people who work in catechesis have signed up , coming from professions and countries all over the world . Archbishop Fisichella , Baroness Sheila Hollins of the Pontifical Commission for the Protection of Minors , and representatives from dioceses around the world will present methods for the catechesis of disabled people . Participants will also have an audience with Pope Francis on day two of the event , demonstrating the Pope 's keen interest in the topic .	1	disability
1225	@@20527534	disabled	my	It 's chef de mission , Pitak Polkhan admitted that Thailand would face a tough challenge from Malaysia to retain the overall crown at the ninth edition of the Games for differently disabled athletes .	0	disability
1245	@@2911597	disabled	ie	Due to fears that protests are being infiltrated by dissident republicans , the theft of the radio sparked a security alert . The device was later disabled by gardai IT specialists .	0	disability
1246	@@23762167	disabled	ke	According to the law , disabled Kenyans are not supposed to be subjected to taxation .	0	disability
1248	@@30088806	disabled	gh	Football has long been a national obsession in Haiti , and following the devastating 2010 earthquake , which spurred the creation of a national disabled team , the country is now dreaming of World Cup glory .	0	disability
1251	@@40006654	disabled	sg	Hundreds of differently abled people across India have successfully overcome physical and mental challenges , changing the world 's perception of them . As per Census 2011 , about 2.68 crore people in India - 2.21 percent of the total population - are disabled . At an all-India level , 36 percent of total disabled persons are employed .	0	disability
1281	@@8419706	disabled	gb	Dodford Children 's Holiday Farm won the Outstanding Youth Community Organisation title . The farm has provided enjoyable holidays or day trips to 1,500 underprivileged or disabled youngsters in the last two years . It also provides volunteer opportunities for young people undertaking Duke of Edinburgh , Prince 's Trust and other community volunteering projects .	1	disability
1291	@@18731531	disabled	ie	""" There is a lesson from these cases for every school . "" Dr. Wardlow said . "" When a disabled child applies for a place , they should proactively give proper consideration to how they can adapt to meet the needs of that pupil ."	0	disability
1293	@@41626	disabled	ca	Currently you have JavaScript disabled . In order to post comments , please make sure JavaScript and Cookies are enabled , and reload the page.Click here for instructions on how to enable JavaScript in your browser.	0	disability
1310	@@1479923	disabled	au	MIKE SEXTON : David Holst 's hope is that the election victory will unify the disabled community .	0	disability
1317	@@20762408	disabled	my	Shouting at the officer , she said she had nowhere else to park and that she was buying food for her disabled husband .	0	disability
1321	@@25250350	disabled	ng	Barreto and Phegley went back-to-back with their first homers of the season in the second inning off left-hander Joey Lucchesi ( 3-3 ) , who had been on the disabled list for more than a month .	0	disability
1324	@@18445956	disabled	my	Yee elaborated that the first and ground floor units were reserved for those who were disabled , the infirm and the elderly .	0	disability
1334	@@19226682	disabled	gh	"This structure , built many years ago , is supposed to serve as a kitchen for the disabled children but the school feeding authorities "" rejected "" the school ."	0	disability
1357	@@735567	disabled	ie	""" I like my life as a disabled person , "" he adds . "" This life is not a matter of choice , it 's a matter of how it is . Yes , I would like to trundle through woods or along the seashore or do all sorts of things I now can not do but I have to accept what is possible and what is not , just the same as everybody has to do in their lives . If I evaluate either the good or the bad then I create trouble and disturbance for myself , which is n't happy ."	0	disability
1358	@@4525870	disabled	bd	But this could be devastating for the disabled and elderly , who lack the agility to cope with anything sudden and unexpected , they added .	3	disability
1377	@@825700	disabled	ca	In Rankin Inlet , people are always ready to help , and he says he gets better care there than physically disabled people receive in Iqaluit where there is no permanent occupational therapist .	0	disability
1385	@@14548648	disabled	my	KUALA LUMPUR : More than 30 wheelchair-bound persons gathered in front of Mid Valley Megamall 's North Court entrance , demanding a permanent solution for the lack of disabled-friendly accessibility to the mall .	0	disability
1422	@@24741850	disabled	bd	Minister Menon said they will increase allocation for the aged and disabled people in the next budget .	0	disability
1429	@@2525288	disabled	us	"In the middle of what Kotler calls a "" dark mess , "" a friend showed up his door and demanded he go surfing with her . "" Just to get her to shut up , I said , ' Fuck it ; help me to the car , ' "" he says . After about 30 seconds in the water , Kotler 's muscle memory kicked in , his senses heightened and he felt as if he had entered another dimension . He rode his first wave in years and then did it four more times . Out of the water , his life went back to its disabled state , so Kotler continued his trips to the beach , and over the course of six months went from 10% functionality to 80% ."	0	disability
1449	@@24509466	disabled	ie	The event also raises money for charity Caudwell Children , which supports disabled youngsters .	0	disability
1450	@@20351090	disabled	hk	"He requested the Social Welfare Department to explore ways to strengthen cooperation between the medical and welfare sectors , and to offer more assistance to high-risk solitary elderly and "" elderly doubletons "" - families which have disabled elderly living with their parents ."	0	disability
1451	@@599238	disabled	nz	Ms Taufale had a bachelor of applied science in psychology , and had worked with disabled men and women , disadvantaged youths and victims of domestic violence .	0	disability
1456	@@785441	disabled	gb	And police and social services departments are criticised for failing to step in to prevent child abuse , neglect of disabled people , and domestic violence against women .	0	disability
1460	@@20605972	disabled	ph	The Indians ' two-time All-Star second baseman made his debut in center but did n't have a chance . He had been on the disabled list since Aug. 6 with a hamstring injury .	0	disability
1463	@@13673995	disabled	pk	During his stay in Italy , he remained working for the sporting goods retailer Decathlon while he also volunteered as a driver of a bus for disabled people in his spare time .	0	disability
1469	@@9030217	disabled	pk	ISLAMABAD : Minister of State for National Health Services , Regulation and Coordination Saira Afzal Tarar on Wednesday said access to assistive products was a right , not a privilege , for people with disability . She was addressing the World Health Assembly in Geneva on the launch of an essential priority list of assistive devices and products for the disabled across the world . She said the government of Pakistan was working on various projects in relation to assistive technology and rehabilitation for disabled persons , says a fax message received here .	0	disability
1477	@@8459084	disabled	ph	Haiti has legal protections for the disabled on paper , but the laws are poorly implemented . Disabled Haitians have few opportunities to work and too many youngsters with disabilities languish out of sight at home instead of going to school . Some impoverished parents abandon disabled kids outside state institutions or farm them out as domestic servants .	3	disability
1478	@@18406305	disabled	ke	She said she has fought drug addiction , helped rehabilitate mentally ill persons and done a lot for the youth , women , the disabled and the community as a whole .	4	disability
1481	@@4375744	disabled	nz	"Not for him those guidebooks for the disabled , pointers to safe havens where a warm welcome is assured . This is a man who climbed the Tower of Pisa "" with special permission , on my bum , backwards "" ."	0	disability
1491	@@796496	disabled	nz	But he 's also been the victim of discrimination because he is disabled .	0	disability
1494	@@18593192	disabled	bd	This project will help reduce transport costs , improve logistics of strategic corridors such as Dhaka -- Chittagong link , for domestic and sub-regional trade and enhance inclusiveness of railway services by introducing infrastructures friendly to the elderly , women , children , and the disabled .	0	disability
1537	@@24826282	disabled	in	""" I went to Europe and saw how disabled people live happy , independent lives . I wished my own people had this equipment , and I thought : ' This does n't look complicated . I 'm a mechanical engineer -- I can do it . ' """	1	disability
1562	@@4009962	disabled	gb	I 'm mildly disabled and love river cruises . But I ca n't find a cruise which will allow me to store a scooter which I 'd need for shore excursions . Please can you help ? David Norton	0	disability
