index	par_id	category	region	text	label	subgroup
133	@@22432311	in-need	in	"Sawang said , "" All outreach initiatives , such as Vruddha Mitra , Mahila Mitra and Bala Mitra focus on protecting and changing the mindset of the weaker sections of society . I am happy to say that there is a perceptible change among police officers , who choose to respond more positively to any women , elderly or child , who is in need safety and security . """	0	homelessness
134	@@17361342	homeless	hk	"SoCO 's Ng says that the government ceases to fund most homeless people at a shelter after six months . "" No matter what institution it is ... would they pay for the sleepers out of their own pocket ? "" asked Ng . "" Therefore they have to leave . """	0	homelessness
135	@@9506461	homeless	pk	"The students who reported being homeless said they often "" couch-surfed "" or slept in their cars , in tents , in parking lots or railway stations . The study , the first such survey in the country , said a system-wide commitment was needed to remedy the situation . "" CSU campuses are developing programs to support the needs of displaced and food insecure students , "" the report said . "" However , a greater understanding of this student population , their experiences accessing and utilising existing services , and their rates of retention is needed , "" Elizabeth Chapin , a spokeswoman for CSU , said the study would continue for another two years to assess how widespread the issue of homelessness and hunger is among students and to come up with intervention programs to assist them and ensure they graduate ."	0	homelessness
148	@@24847334	homeless	au	It seems that St Kilda caters for three entities -- tourists , the homeless/displaced , and the council which receives our rates . The people that St Kilda is not catering for is us -- its residents .	0	homelessness
153	@@23735397	in-need	gb	We all got to see God of War last week , and previews have been popping up across all of the major sites . I found myself mostly thinking about how God of War has changed over the past decade , and how badly it was in need of a fresh perspective . At a minimum , the reboot should provide that . As an old-school fan of God of War , I 'm willing to put aside my cynicism about its attempts to ape Sony 's current triple-A darlings and give it a fair shake .	0	homelessness
155	@@4755947	homeless	us	"Nona O'Gara , a supervisor at the center , said residents are down , but not out . "" We tell them they are never homeless when they are here , because they always have a home . """	3	homelessness
156	@@30100020	homeless	gh	Daheley was also keen to highlight figures like Fiona Stewart who , at the age of 18 , was a single mum living in homeless shelters - but now runs the Green Man Festival .	0	homelessness
164	@@19991019	in-need	ca	""" We looked at the building three or four years ago and it was in need of in excess of $100,000 in repairs , "" said McIssac . "" Financially , the municipality could n't do it . """	0	homelessness
176	@@16541896	in-need	lk	Meanwhile , fast bowler Nuwan Pradeep and opener Dhanuskha Gunathilaka are expected to return home to Sri Lanka today . Sri Lanka Cricket said that both players are in need of rest to recover from their injuries .	0	homelessness
180	@@4703243	in-need	jm	But McKenzie said that in addition to a deteriorating housing stock which needs to be replenished ; the physical infrastructure of the constituency is in need to urgent improvement .	0	homelessness
186	@@9902804	in-need	pk	KARACHI : One of the reasons why the conviction rate in our country is comparatively low is that our judicial system is in need of reforms , observed former Supreme Court judge Rehmat Hussain Jaffery on Thursday .	0	homelessness
187	@@24814760	in-need	bd	""" We share a global responsibility to respond to this crisis . We commend others who have acted in a compassionate and generous way , especially the Government of Bangladesh and host communities in the region who continue to provide safe refuge to their neighbours in need , "" he said ."	4	homelessness
190	@@20792031	in-need	pk	"Pop star Marc Anthony , who was born in New York but whose parents are from Puerto Rico , sent a blistering tweet aimed at the US President telling him to "" shut up about NFL . Do something about our people in need in #PuertoRico . We are American Citizens too . """	0	homelessness
195	@@4478900	homeless	gb	Housing Minister Grant Shapps added : ' The plight of homeless people should be on our minds all year round - not just at Christmas .	4	homelessness
196	@@3889314	in-need	ie	"Meanwhile , at Loo Bridge , Killarney Water Rescue crew had to evacuate an elderly couple from their flooded home . "" They were both ill and in need of medical attention , "" said John O'Loughlin , of Killarney Water Rescue ."	0	homelessness
199	@@22957827	homeless	ca	Pierre Gregoire died last Feb. 15 of an overdose at age 28 . Part of the Innu Nation , Gregoire was an aspiring musician and much-loved fixture in the Queen and Bathurst area . He is one of 94 people believed to have died as a result of issues tied to homelessness , according to figures released by Toronto Public Health on Friday . ( SUPPLIED PHOTO )	0	homelessness
201	@@25319981	in-need	lk	""" We came into power to govern the country under the ' Yahapalanaya ' concept . We do n't govern the country by killing and hurting people . No one is allowed to establish a military dictatorship in the country . As a Buddhist country , we have been following Buddhist ethics since birth . We are not in need of a military dictatorship . We must stand against those who are want to establish a Hitler type leadership which disregards other races and religions . We should not be afraid to make decisions . When I was the Minister of Ports , I was not afraid to sack thieves . I follow the same procedure in the Petroleum Ministry , too ."	0	homelessness
203	@@17188116	in-need	ng	The President of Ufuoma Fish Farmers Association , a model in the sub West African region with over 600 farmers operating in a cluster , told our correspondent that his association is capable of meeting 70% of protein needs of Deltans if given the desired support .	0	homelessness
207	@@26172674	in-need	au	In 2017 , more than 150 people packed 1,100 hampers for Foodbank to provide to those in need during the holiday season .	0	homelessness
208	@@22311635	homeless	za	"Over the next week , I can assure you that more "" homeless "" beggars will fill the streets during the day . And come New Year 's Eve Long Street will turn into a war zone ."	0	homelessness
210	@@16440851	homeless	hk	Free Premium <h> ( Mosul battle ) 148,000 made homeless <h> Email to Friend	0	homelessness
214	@@14829463	in-need	gh	Ghana coach Avram Grant has declared he 's in need of strikers to fill the ranks of his attacking army and hopes his prodigious scoring form is drawing the attention of the Israeli gaffer .	0	homelessness
221	@@15205066	homeless	in	"Peter says big parties do n't touch the issue , as there is a clash of interests . "" The parties do n't want to annoy the influential big landowners , as then the issue can go beyond being a class issue and become a caste issue . The approach of SAD , BJP , Congress and AAP has been the same . Even BSP has also not actively participated in these agitations . Politicians visit the families of Dalits murdered by the liquor mafia , but none have gone to the homeless Dalits who have been fighting for 5-marla plots , "" he says ."	0	homelessness
232	@@16081404	in-need	ng	The former Chelsea star through his foundation gave out toys , bags and clothes to kids in need of a brighter holiday	3	homelessness
236	@@1913318	homeless	tz	More than 5,000 residents of Buguruni kwa Mnyamani area in Dar es Salaam have been rendered homeless following floods caused by three days of heavy downpour .	0	homelessness
239	@@25943513	in-need	pk	Moreover donations for dams may increase if Imran Khan as the Prime Minister of Pakistan declares them a flagship project of his government and urges people especially overseas Pakistanis for contributions who have always generously contributed for such causes whenever Pakistan was in need .	0	homelessness
242	@@7511755	in-need	ie	What Dublin needs to do to make itself more attractive to tech companies like ours - Roland Tritsch <h> Another angle ...	0	homelessness
243	@@19406751	homeless	nz	The Prime Minister Bill English has come out in support of Te Puea Marae reopening its programme Manaaki Tangata to help whanau kore kainga , homeless families into housing .	0	homelessness
244	@@18374174	in-need	nz	Mr Little said they would provide better and quicker treatment for those in need .	1	homelessness
246	@@20000497	homeless	au	What causes someone to become homeless ? Brainstorm as many reasons as you can and check the story for ideas .	1	homelessness
249	@@22546584	homeless	hk	Another collective sale leads the region 's real estate headlines again today as Asia gets back to work after the western holiday season , with the owners of a housing development hoping to bring in S$355 million to be homeless . Meanwhile , Guangzhou R&amp;F is the latest mainland giant to report encouraging sales numbers and there 's much more if you just read on .	0	homelessness
251	@@9400218	in-need	za	Last Friday the legendary boxer Muhammad Ali was laid to rest in his home town of Louisville , Kentucky . Even in death , his message of religious tolerance and principle resonated so clearly with a present sorely in need of peace and understanding between nations . Sadly , our guys never received his memo .	0	homelessness
260	@@7532951	in-need	au	"It found the hospital was "" an unsatisfactory facility that is badly in need of refurbishing "" and was "" not conducive to establishing a different and safe contemporary model of care "" ."	0	homelessness
264	@@2567299	homeless	lk	"( June 14 , 2014 , London , Sri Lanka Guardian ) Metal studs/spikes , an inch high , outside luxury offices in London , in the news recently , have hardly deterred people sleeping rough . The "" homeless "" also happen to be many young employed who can not raise a deposit , to rent a flat , let alone buy one ."	1	homelessness
266	@@70060527	in-need	us	""" As Briggs &amp; Stratton celebrates its 110th anniversary year , what better way to reaffirm our commitment to the Milwaukee community than by providing $1 million to kids in need of pediatric care , "" said Rick Carpenter , vice president corporate marketing . "" We are lucky to have one of the nation 's top pediatric hospitals right here within our community and Briggs &amp; Stratton firmly stands behind its commitment to extend its support into the future . """	3	homelessness
267	@@21143624	in-need	sg	In the launch event of the book , Hema Malini clearly said that if the name of the book is ' Beyond The Dream Girl ' , then it shows that she discussed both ( Sunny and Bobby ) in the book as well . The actress added that people always think about the kind of relationship she shares with Sunny and Bobby . Interestingly , Hema revealed that Sunny always supported her whenever she was in need . When she met with an accident in 2015 , Sunny Deol was the first person who came to meet her .	0	homelessness
268	@@18690857	homeless	lk	Heavy rains triggered landslides killing 164 people in Sri Lanka and 104 remains missing so far in Sri Lanka . More than 471,000 have been made homeless .	0	homelessness
275	@@3520216	in-need	za	The Portuguese superstar has raised money for various causes , including donating more than $83,000 to a 10-year-old fan in need of brain surgery . He is also a global spokesperson for organisations that tackle issues around childhood hunger , obesity and biodiversity , among others .	3	homelessness
278	@@3318786	homeless	za	Cape Town has its share of such unedifying features , some -- like the benches in the Company 's Garden with the solid dividers noted in London by Andreou -- conceivably intended as much to dissuade the homeless from bedding down as to urge them on to the nearest shelter instead , for their own benefit , the rationale might be , and not unreasonably	0	homelessness
282	@@4649746	homeless	bd	Why is the voting turn-out so poor in rich countries like America , whose GDP may be high but which still has a vast majority of homeless and poor people ? Democracy is not the solution to everything and most countries still do not practice democracy to its full meaning . Poor countries need to show they are democratic to play the field in globalisation and modernisation and get their poor to the voting pool , who would in many cases much rather just be working on their fields as politicians never really did much for them anyway .	4	homelessness
293	@@23763452	homeless	sg	"The following is a brief history of the Rajneeshee movement and its controversies , as depicted in Netflix 's "" Wild Wild Country "" through six hour-long episodes of archival footage and interviews : <h> In 1970 , Bhagwan Shree Rajneesh , also known as Osho , founded a spiritual movement and commune in Mumbai , India . His teachings -- which featured "" an odd mix of capitalism , meditation , ethnic and dirty jokes , and open sexuality "" -- earned him an international following and reputation as a "" sex guru . "" <h> In the early 1980s , Rajneesh faced increasing pressure from Indian authorities over his group 's sexual rituals and controversial practices . In 1981 , he fled the country and gathered around two thousand of his followers to establish a utopian city on a 64,000-acre plot of land in Wasco County , Oregon . <h> As Rajneesh 's red-robed followers , called "" Rajneeshees "" or "" sannyasins , "" started to build their utopian commune , locals from Antelope began to raise legal barriers to confront the group 's expansion . <h> In the face of legal challenges , Rajneesh 's right-hand woman , Ma Anand Sheela , led an attempt in 1984 to take over the county 's municipal legislature by busing in thousands of homeless people to vote Rajneeshee members into state government positions . <h> Sheela also orchestrated the largest bioterrorism attack in US history when the group contaminated 10 local salad bars with salmonella in an attempt to depress voter turnout among Oregonians ."	0	homelessness
298	@@1958113	homeless	tz	New Dar master plan to render millions homeless	0	homelessness
315	@@14317555	in-need	tz	"I also appeal to all wananchi to assist those in need of shelter and food , "" he said . Witnesses who talked to the ' Daily News ' hinted that a number of those who lost lives in the horrifying natural catastrophe incident found themselves under the debris of fallen buildings . Some of them , according to James Kamugisha , a taxi driver operating in Bukoba Business District , were pinned to the ground by fallen rubble ."	1	homelessness
322	@@4605543	in-need	pk	Without the world-record Real Madrid singing Spurs are in need of a player to produce something out of nothing .	0	homelessness
329	@@15522577	in-need	ng	O'Brien said the UN would continue to insist on the parties ' obligations to see sustained humanitarian assistance delivered to those in eastern Aleppo and all who were in need throughout Syria .	0	homelessness
332	@@16025117	homeless	ie	"He said his clients have been in contact with Dublin City Council and the Dublin Regional Housing Executive , and were satisfied there was capacity at other facilities operating as emergency accommodation for the homeless . The receivers were sympathetic to the plight of the homeless , but the occupation was illegal and a form of "" political protest "" ."	1	homelessness
337	@@4933018	homeless	sg	Nowhere is the problem more evident than in Washington , the nation 's capital , which , when compared with other US states , has the highest rate of homelessness . The NAEH puts the figure at 119.9 homeless per 10,000 people .	0	homelessness
338	@@3020402	homeless	ca	Imagine being a homeless person , walking the streets of downtown Calgary on bitterly cold evenings .	4	homelessness
343	@@16043067	in-need	nz	"Helen Schafer chose to help a family in need . "" Rather than sending out gifts to my clients , I 've sent them a letter effectively saying : ' This is what we 're going to do because it feels a hell of a lot more meaningful ' . """	3	homelessness
348	@@9076636	in-need	lk	"However , she also revealed to us some of the saddest memories in her life . "" When we do social work sometimes some people questions our motives . Some even advise us to do something for our benefit instead of doing for others . When they talk like this it makes me sad but I believe that God would look after us if we ever fall in need or get sick . """	1	homelessness
350	@@21894186	homeless	lk	It can not be right to allow homes to sit empty while many struggle to find somewhere to live , others having to sleep rough on pavements during Christmas , hoping against hope , for some charity to provide shelter . The number left homeless and destitute is alarming not necessarily at Christmas ?	4	homelessness
354	@@23912212	homeless	au	Mr Wake also raised the issue of providing a 24/7 facility for homeless people to use .	0	homelessness
357	@@14490308	in-need	my	Ai n't nobody should be denied the right to a clean toilet , especially before boarding an aeroplane . And it seems that toilets are a huge issue in Malaysian airports . According to reviews on airline and airport website , Skytrax , airport toilets are in need of major improvements in Malaysia .	0	homelessness
360	@@14037230	homeless	nz	Call to restore hope for homeless through inquiry	4	homelessness
364	@@9293966	in-need	ie	The 24-year-old is the exact type of midfielder that Spain need in a big tournament . Whilst his playmaking , passing and silky skills will turn into goals , it 's his relentless efforts to win back possession that will make him a real nuisance to the opposition . It will be interesting to see what role Isco plays in the Euros , but even if he does n't start the game , teams will need to be cautious of his attacking capabilities . <h> RealSport	0	homelessness
377	@@1826549	homeless	gh	Scores of people have been rendered homeless after over 20 houses in Gbentanaa at Central Frafraha in the Adenta Municipal Assembly were randomly demolished this morning .	0	homelessness
379	@@1887174	homeless	gh	The fighting has claimed thousands of lives , made tens of thousands of people homeless and seen the militants make recent territorial gains in the north-east .	0	homelessness
381	@@16393278	homeless	my	"She asks , with despair in her voice : "" What 's the point of cooking for the homeless when the homeless ca n't cook for themselves tomorrow ? "" Throwing her hands up in the air , she retorts : "" How was I supposed to start when I did n't have the funding ? """	4	homelessness
382	@@1373666	in-need	us	"Dr. Lester Keith , doctor and professor of business administration , and others are checking with local transportation groups to see if they can bring those in need of a meal to the college for the 4 p.m. dinner . "" We will also be contacting local soup kitchens as a pickup location and will work with them to transport any leftovers to them so there is no wasted food , "" Dr. Keith said ."	3	homelessness
384	@@4613249	in-need	jm	""" A lot of people are in need of better roads , potable water , skills training , the education and health-care facilities that need to be developed . They all want it to happen at one time and you have to explain to them that it is a process ... and will not happen overnight . We have made a lot of achievements and I do hope that we will be able to convey fully what the vision is for the constituency and that persons will buy into exactly what we have been trying to do , "" he said ."	3	homelessness
386	@@18772029	in-need	hk	Frankly , Hong Kong 's education system , with its worrying emphasis on examinations , is in need of reform but the government has little concern over these basic matters . It has been tasked with making local schools edge close to their mainland counterparts where no child emerges from the system without a thorough dousing in party propaganda .	0	homelessness
388	@@21946670	in-need	ke	BMW can rightfully blow their trumpet without hesitation as the first niche brand , to venture into the brave SUV world back in 1999 with the introduction of the X5 . So popular was this model that BMW began an SUV onslaught to satisfy customers based on need . The X3 was born in 2003 as a product suited for a young family in need of space and safety .	0	homelessness
391	@@3104531	homeless	lk	An odd couple rushed to build a home in100 days . Love 's lost and the gaze of paparazzi arises when political marriages go on the rocks . It means separation -- Ranil Wickremasinghe has the least to loose ; Sirisena could be rendered homeless .	0	homelessness
395	@@21419646	in-need	hk	By encouraging more residents in public rental flats to buy subsidized flats , more public rental flats can be released for those in need .	0	homelessness
400	@@9620928	in-need	bd	But the deal has only been implemented slowly , leaving the country 's economic crisis to deepen . Rains at this time of year add to the challenge of supplying those in need by making many roads impassable . Most roads in the area are just dirt tracks .	0	homelessness
404	@@25422561	in-need	gb	"Walter Dunlop said the Mr Firmin and Mr Postgate were a "" little oasis of kindness "" , adding : "" Whenever I feel lost , scared or just in need of a little escape for a few minutes , their work will usually do it for me . """	0	homelessness
408	@@16430390	in-need	sg	VWO , Aware join hands to train needy in eldercare	1	homelessness
414	@@16051481	in-need	ie	"Meanwhile , the deputy chief executive of Dublin City Council has said that while he "" admires "" the Home Sweet Home campaign , the reality is that Apollo House is "" not acceptable accommodation "" for people in need ."	1	homelessness
420	@@1958113	homeless	tz	A new Dar es Salaam master plan which has just come off the drawing board and is scheduled to be put into effect in June , next year , is likely to see more than 3.6 million Dar es Salaam residents rendered homeless on the ground of encroaching on industrial or residential areas .	0	homelessness
423	@@14216039	homeless	nz	Green Party MP Jan Logie says the issues of begging and homelessness are too complex for local government to solve on its own .	0	homelessness
458	@@25323148	homeless	ng	According to United Nations statistics , about 1.6 billion people live in substandard housing globally , while over 100 million are homeless . Nigeria hosts an uncomfortably large percentage of these two , with millions considered to live in substandard housing.Thus , the nation 's housing coverage rate still remained at dismal 25 per cent.But , experts said housing would continue to remain a mirage if left to the government alone , unless private developers are encouraged to invest in real estate .	0	homelessness
461	@@13670881	homeless	my	Protesters will embrace the thrillingly novel experience of being homeless in KL with homemade sandwiches . And once the rally is over , organisers will claim that seven billion people attended it and that 's why Najib must step down .	1	homelessness
464	@@22984347	in-need	nz	""" This particular property needs to be fully reconstructed internally , due to the high reading discovered , so the work is considerable . Our priority is to ensure that this property is made safe as soon as possible for those in need of housing ."	0	homelessness
465	@@1302060	in-need	us	Some of the report 's most disturbing facts were in regard to children in needy families .	0	homelessness
473	@@14053584	homeless	ca	Of those surveyed this year , 38 per cent were under the age of 30 and last year , that demographic made up 47 per cent of the tally . In addition to the 146 adults , 35 homeless children and dependents were present during this year 's survey .	0	homelessness
476	@@938238	in-need	za	For example , there are an increasing number of social media tools , mobile and location services that make it simple for people to broadcast data about where they are and what they are doing . This means a plethora of real-time information is constantly available , from pinpointing roads in need of repairs to which stores are out of stock on a particular product .	0	homelessness
479	@@20308202	homeless	us	The Los Angeles Department of City Planning released a proposal Thursday that it said would help speed construction of homeless housing .	0	homelessness
484	@@13477688	in-need	in	Srisailam is sorely in need of water ahead of the 12-day Krishna Pushkaralu which commences on August 12 . Many devotees expect to take the sacred bath at the Srisailam dam and the Patalaganga bathing ghats built on either side of river separating AP and TS .	0	homelessness
491	@@7255228	in-need	ie	If the super rich paid taxes the way that ordinary working people do , many economies would be a lot better off and in turn , those in need would benefit . It appears to truly be the case that the rich are getting richer and the poor are getting poorer .	0	homelessness
508	@@23832980	in-need	bd	""" The United States respects and admires your nation 's compassionate response to those in need "" ."	3	homelessness
510	@@13990303	in-need	ph	More than 2.4 million people in Libya are in need of humanitarian assistance , the UN said on Friday . <h> Related stories : <h> More from this Category :	1	homelessness
514	@@10149340	in-need	ph	""" H.E.R.O . gives a chance to employees to reach out and help those who are in need , "" shares CEMEX treasury operations team lead in Asia Daisy delos Angeles . She also believes that employee volunteerism , like what they do , is indicative of employee-company 's unified mission to demonstrate concern for society ."	3	homelessness
526	@@4476092	in-need	hk	Led by the employees themselves , the programme is an ever-growing network of employees , their families and friends , business partners , tenants , customers and subsidiary companies of Swire . The Company 's employees design and organise all of the programme 's activities and contribute their skills , professional expertise and resources to support those in need .	1	homelessness
531	@@22850373	in-need	lk	According to the Disaster Management Centre ( DMC ) , nearly 260,000 people from 81,657 families have been affected by the severe drought prevailing in the North , North Central and North Western Provinces . N.H.M. Chithrananda , District Secretary of Puttalam , one of the worst affected districts , said some 40,000 families received food relief during last year 's drought , but a majority of agriculture-dependent families were still in need of food relief .	0	homelessness
535	@@2425882	in-need	us	Designers in need of a little more motivation might even take a cue from Shakespeare and put a short candle on their desk -- a reminder , at the risk of mixing metaphors , that the clock is always ticking .	0	homelessness
539	@@16736979	in-need	in	Iranian infant in need of lifesaving heart surgery , granted a waiver to enter the U.S.	1	homelessness
541	@@2893689	in-need	lk	Donations have been pouring in at our Head Office in Braybrooke Place as the public continue to show their support to help those in need . Donations will be received at our Head Office at Braybrooke Place , Colombo 2 till midnight , Friday , October 31 .	1	homelessness
542	@@25798361	homeless	lk	The dam collapsed at 1800 local time ( 1100 GMT ) on Monday ( July 23 ) , local media reported , leaving more than 6,600 people homeless .	0	homelessness
543	@@24042	in-need	ph	A short detention period of 1 to 30 days is imposed on persons found in possession of licensed firearms outside their residence without legal authority . These provisions are clearly in need of radical change .	0	homelessness
553	@@20250893	homeless	ng	George Okoh in Makurdi Benue State Governor , Samuel Ortom , has called on the federal government to urgently intervene in the problem of flooding which has rendered many residents of Makurdi , the state capital , homeless . Ortom who inspected flooded areas in the town yesterday described the problem as overwhelming .	0	homelessness
565	@@4663375	in-need	pk	Russia is a big country with many resources . Putin needs to work out multiple ways of building the economy of the country . Reliance on one source is always dangerous .	0	homelessness
574	@@14575605	homeless	gb	""" Then there 's little things like every Thursday they have a workshop whether it 's with Sporting Chance or yesterday it was Heart for More which was teaching them about resuscitating someone if it happened in training or a game . They go out and do volunteering , they feed the homeless , they go and do life skills , they do their driving lessons here , they do simple repair work around the home , car mechanic work ."	1	homelessness
582	@@24462014	homeless	ie	It 's calculated that over 204,000 days of purpose-built residential accommodation to otherwise potentially homeless elderly men and women have been delivered by this personally driven altruistic act alone .	3	homelessness
584	@@9571303	homeless	pk	CLENDENIN : Offering his condolences , President Barack Obama approved federal aid for the West Virginia communities devastated by floods that have killed at least 24 people and rendered many more homeless .	0	homelessness
588	@@17711364	in-need	jm	She probably felt sorry for him and felt that he was in need of sex . She has destroyed the good relationship that both of you have had . I find her statement to be repugnant .	0	homelessness
589	@@25571999	in-need	gb	"Commenting on the recognition Ahmed Said Al Ibrahim General Manager &amp; Chief Corporate Services Officer noted : "" Blood donation helps healthcare institutions provide safe blood units for those in need of urgent blood transfer . We are honored to receive the recognition by the Ministry of Health represented by the Department of Blood Banks Services . The appreciation will motivate us to organize more blood donation drives . As we all know that donating blood is a noble thing to do and it helps safe lives and enhances the health and wellbeing of those who need it the most . """	2	homelessness
597	@@9497870	homeless	bd	Bangladesh 's major rivers combined consume several thousand hectares of floodplain annually , destroying homes and infrastructure and leaving people landless and homeless .	0	homelessness
